"Substrate","ChEBI","TCNumber","InChI"
"2-monolysocardiolipin","CHEBI:60430","2.A.1.42.1",NA
"3-O-L-alanyl-1-O-phosphatidylglycerol zwitterion","CHEBI:60524","4.H.1.1.5",NA
"4-amino-4-deoxy-L-arabinose","CHEBI:46990","9.B.142.2.8",NA
"acaricide","CHEBI:22153","3.A.1.201.30",NA
"acid","CHEBI:2426","2.A.1.3.68",NA
"acyl-CoA","CHEBI:2455","4.C.3.1.1",NA
"acyl-CoA","CHEBI:2455","3.A.1.211.20",NA
"acyl-CoA","CHEBI:2455","4.C.3.1.2",NA
"acyl-CoA","CHEBI:2455","2.A.50.4.1",NA
"acyl alpha,alpha-trehalose","CHEBI:62545","2.A.6.5.13",NA
"alkaloid","CHEBI:22315","3.A.1.201.37",NA
"alkaloid","CHEBI:22315","2.A.7.14.1",NA
"alkaloid","CHEBI:22315","2.A.18.8.7",NA
"alkaloid","CHEBI:22315","3.A.1.205.23",NA
"alkaloid","CHEBI:22315","3.A.1.208.2",NA
"alkaloid","CHEBI:22315","3.A.1.201.28",NA
"alkaloid","CHEBI:22315","2.A.66.1.56",NA
"alkaloid","CHEBI:22315","2.A.66.1.39",NA
"alkylglucosinolate","CHEBI:36445","2.A.17.3.17",NA
"alpha-amino acid","CHEBI:2642","2.A.18.8.3",NA
"alpha-amino acid","CHEBI:2642","2.A.3.10.26",NA
"alpha-amino acid","CHEBI:2642","2.A.18.6.20",NA
"alpha-amino acid","CHEBI:2642","2.A.3.6.1",NA
"alpha-amino acid","CHEBI:2642","2.A.3.3.12",NA
"alpha-amino acid","CHEBI:2642","2.A.22.6.8",NA
"alpha-amino acid","CHEBI:2642","2.A.18.5.2",NA
"alpha-amino acid","CHEBI:2642","2.A.7.3.66",NA
"alpha-amino acid","CHEBI:2642","3.A.1.4.3",NA
"alpha-amino acid","CHEBI:2642","2.A.18.6.15",NA
"alpha-amino acid","CHEBI:2642","2.A.18.10.3",NA
"alpha-amino acid","CHEBI:2642","2.A.1.62.2",NA
"alpha-amino acid","CHEBI:2642","9.B.60.1.2",NA
"alpha-amino acid","CHEBI:2642","2.A.3.3.11",NA
"alpha-amino acid","CHEBI:2642","1.B.49.1.1",NA
"alpha-amino acid","CHEBI:2642","2.A.18.8.4",NA
"alpha-amino acid","CHEBI:2642","2.A.18.10.1",NA
"alpha-amino acid","CHEBI:2642","1.B.2.1.1",NA
"alpha-amino acid","CHEBI:2642","2.A.22.6.9",NA
"alpha-amino acid","CHEBI:2642","2.A.120.1.11",NA
"alpha-amino acid","CHEBI:2642","2.A.18.6.6",NA
"alpha-amino acid","CHEBI:2642","2.A.3.8.32",NA
"alpha-amino acid","CHEBI:2642","2.A.18.7.1",NA
"alpha-amino acid","CHEBI:2642","2.A.1.48.4",NA
"alpha-amino acid","CHEBI:2642","2.A.3.3.13",NA
"alpha-amino acid","CHEBI:2642","2.A.18.6.12",NA
"alpha-amino acid","CHEBI:2642","2.A.3.15.3",NA
"alpha-amino acid","CHEBI:2642","9.B.60.1.1",NA
"alpha-amino acid","CHEBI:2642","2.A.3.4.7",NA
"alpha-amino acid","CHEBI:2642","2.A.1.53.11",NA
"alpha-amino acid","CHEBI:2642","2.A.3.8.29",NA
"alpha-amino acid","CHEBI:2642","2.A.18.6.18",NA
"alpha-amino acid","CHEBI:2642","2.A.3.10.17",NA
"alpha-amino acid","CHEBI:2642","2.A.18.10.2",NA
"alpha-amino acid","CHEBI:2642","2.A.3.3.3",NA
"alpha-amino acid","CHEBI:2642","2.A.18.2.4",NA
"alpha-amino acid","CHEBI:2642","2.A.75.1.3",NA
"alpha-amino acid","CHEBI:2642","2.A.3.8.19",NA
"alpha-amino acid","CHEBI:2642","2.A.18.6.13",NA
"alpha-amino acid","CHEBI:2642","2.A.22.2.13",NA
"alpha-amino acid","CHEBI:2642","2.A.1.53.5",NA
"alpha-amino acid","CHEBI:2642","2.A.1.53.10",NA
"alpha-amino acid","CHEBI:2642","3.A.1.3.18",NA
"alpha-amino acid","CHEBI:2642","2.A.3.3.14",NA
"alpha-amino acid","CHEBI:2642","2.A.3.10.14",NA
"alpha-amino acid","CHEBI:2642","2.A.18.2.10",NA
"alpha-amino acid","CHEBI:2642","2.A.42.1.7",NA
"alpha-amino acid","CHEBI:2642","2.A.18.2.5",NA
"alpha-amino acid","CHEBI:2642","2.A.18.2.7",NA
"alpha-amino acid","CHEBI:2642","2.A.18.5.4",NA
"alpha-amino acid","CHEBI:2642","2.A.76.1.8",NA
"alpha-amino acid","CHEBI:2642","2.A.1.53.12",NA
"alpha-amino acid","CHEBI:2642","2.A.22.2.9",NA
"alpha-amino acid","CHEBI:2642","2.A.18.7.3",NA
"alpha-amino acid","CHEBI:2642","2.A.43.2.11",NA
"alpha-amino acid","CHEBI:2642","2.A.3.8.27",NA
"alpha-amino acid","CHEBI:2642","2.A.3.8.23",NA
"alpha-amino acid","CHEBI:2642","2.A.1.2.83",NA
"alpha-amino acid","CHEBI:2642","2.A.18.8.1",NA
"alpha-amino acid","CHEBI:2642","2.A.1.53.9",NA
"alpha-amino acid","CHEBI:2642","2.A.3.8.25",NA
"alpha-amino acid","CHEBI:2642","2.A.18.6.17",NA
"alpha-amino acid","CHEBI:2642","2.A.3.3.4",NA
"alpha-amino acid","CHEBI:2642","2.A.18.2.1",NA
"alpha-amino acid","CHEBI:2642","2.A.3.10.28",NA
"alpha-amino acid","CHEBI:2642","2.A.3.8.22",NA
"alpha-amino acid","CHEBI:2642","2.A.18.6.10",NA
"alpha-amino acid","CHEBI:2642","2.A.112.1.1",NA
"alpha-amino acid","CHEBI:2642","2.A.42.1.5",NA
"alpha-amino acid","CHEBI:2642","2.A.3.3.16",NA
"alpha-amino acid","CHEBI:2642","2.A.95.1.7",NA
"alpha-amino acid","CHEBI:2642","2.A.3.3.22",NA
"alpha-amino acid","CHEBI:2642","2.A.18.6.14",NA
"alpha-amino acid","CHEBI:2642","2.A.76.1.6",NA
"alpha-amino acid","CHEBI:2642","2.A.3.8.7",NA
"alpha-amino acid","CHEBI:2642","2.A.3.8.1",NA
"alpha-amino acid","CHEBI:2642","2.A.1.48.3",NA
"alpha-amino acid","CHEBI:2642","2.A.3.8.30",NA
"alpha-amino acid","CHEBI:2642","2.A.18.8.2",NA
"alpha-amino acid","CHEBI:2642","3.A.1.3.24",NA
"alpha-amino acid","CHEBI:2642","1.B.39.1.3",NA
"alpha-amino acid","CHEBI:2642","2.A.18.8.6",NA
"alpha-amino acid","CHEBI:2642","2.A.7.3.22",NA
"alpha-amino acid","CHEBI:2642","2.A.3.8.9",NA
"alpha-amino acid","CHEBI:2642","2.A.1.53.14",NA
"alpha-amino acid","CHEBI:2642","2.A.3.10.24",NA
"alpha-amino acid","CHEBI:2642","2.A.18.6.19",NA
"alpha-amino acid","CHEBI:2642","2.A.1.53.13",NA
"alpha-amino acid","CHEBI:2642","9.B.75.2.1",NA
"alpha-amino acid","CHEBI:2642","2.A.76.1.3",NA
"alpha-amino acid","CHEBI:2642","2.A.120.1.9",NA
"alpha-amino acid","CHEBI:2642","2.A.7.3.67",NA
"alpha-amino acid","CHEBI:2642","2.A.18.6.11",NA
"alpha-amino acid","CHEBI:2642","2.A.3.10.19",NA
"alpha-amino acid","CHEBI:2642","2.A.1.53.8",NA
"alpha-amino acid","CHEBI:2642","2.A.3.8.2",NA
"alpha-amino acid","CHEBI:2642","2.A.18.8.8",NA
"alpha-amino acid","CHEBI:2642","2.A.76.1.7",NA
"alpha-amino acid","CHEBI:2642","2.A.3.6.3",NA
"alpha-amino acid","CHEBI:2642","2.A.18.7.2",NA
"alpha-amino acid","CHEBI:2642","2.A.43.2.10",NA
"alpha-amino acid","CHEBI:2642","2.A.18.6.16",NA
"alpha-amino acid","CHEBI:2642","2.A.23.2.9",NA
"alpha-amino acid","CHEBI:2642","2.A.76.1.11",NA
"alpha-amino acid","CHEBI:2642","3.A.1.3.8",NA
"alpha-amino acid","CHEBI:2642","2.A.18.2.3",NA
"alpha-amino acid","CHEBI:2642","2.A.22.6.1",NA
"alpha-amino acid","CHEBI:2642","2.A.22.2.8",NA
"alpha-amino acid","CHEBI:2642","2.A.3.3.8",NA
"alpha-amino acid","CHEBI:2642","3.A.1.3.28",NA
"alpha-amino acid","CHEBI:2642","2.A.3.8.21",NA
"alpha-amino acid","CHEBI:2642","2.A.3.9.3",NA
"alpha-amino acid","CHEBI:33704","2.A.18.9.1",NA
"alpha-amino acid","CHEBI:33704","2.A.18.8.7",NA
"alpha-amino acid","CHEBI:33704","2.A.18.6.5",NA
"alpha-amino acid zwitterion","CHEBI:78608","3.A.1.4.6",NA
"alpha-amino acid zwitterion","CHEBI:78608","2.A.22.6.4",NA
"alpha-amino acid zwitterion","CHEBI:78608","2.A.18.4.1",NA
"alpha-glucoside","CHEBI:60979","3.A.1.1.42",NA
"alpha-glucoside","CHEBI:60979","4.A.1.1.19",NA
"alpha-glucoside","CHEBI:60979","2.A.1.1.11",NA
"amide","CHEBI:2633","1.A.29.1.1",NA
"amide","CHEBI:2633","1.B.16.1.1",NA
"amide","CHEBI:2633","1.A.29.1.2",NA
"amide","CHEBI:2633","1.B.16.1.5",NA
"amine","CHEBI:2641","1.B.30.1.1",NA
"amine","CHEBI:32952","2.A.1.19.41",NA
"amine","CHEBI:32952","2.A.1.19.36",NA
"amine","CHEBI:32952","2.A.1.19.43",NA
"amine","CHEBI:32952","2.A.1.3.4",NA
"amine","CHEBI:32952","2.A.66.1.56",NA
"amine","CHEBI:32952","2.A.1.19.37",NA
"amino acid","CHEBI:33709","2.A.23.1.12",NA
"amino acid","CHEBI:33709","1.B.25.1.38",NA
"amino acid","CHEBI:33709","1.V.1.1.1",NA
"amino acid","CHEBI:33709","2.A.18.7.5",NA
"amino acid","CHEBI:33709","2.A.18.6.21",NA
"amino acid","CHEBI:33709","1.V.1.1.2",NA
"amino acid","CHEBI:33709","1.V.1.1.3",NA
"amino acid","CHEBI:33709","2.A.7.4.7",NA
"amino acid","CHEBI:33709","2.A.18.6.22",NA
"amino acid","CHEBI:33709","2.A.18.9.2",NA
"amino acid","CHEBI:33709","2.A.7.4.5",NA
"amino acid derivative","CHEBI:83821","2.A.3.8.13",NA
"amino acid derivative","CHEBI:83821","2.A.18.8.7",NA
"amino acid derivative","CHEBI:83821","2.A.3.10.24",NA
"amino cyclitol glycoside","CHEBI:22479","2.A.6.2.21",NA
"amino cyclitol glycoside","CHEBI:22479","2.A.6.2.7",NA
"amino cyclitol glycoside","CHEBI:22479","2.A.6.2.14",NA
"aminophospholipid","CHEBI:60971","3.A.3.8.14",NA
"aminophospholipid","CHEBI:60971","3.A.3.8.25",NA
"aminophospholipid","CHEBI:60971","3.A.3.8.7",NA
"aminophospholipid","CHEBI:60971","3.A.3.8.1",NA
"aminophospholipid","CHEBI:60971","3.A.3.8.2",NA
"amyloid-beta","CHEBI:53002","3.A.1.204.2",NA
"amyloid-beta","CHEBI:53002","3.A.1.204.20",NA
"amyloid-beta","CHEBI:53002","3.A.1.211.14",NA
"anilinopyrimidine fungicide","CHEBI:87208","3.A.1.205.7",NA
"animal growth promotant","CHEBI:82655","1.A.108.1.1",NA
"anion","CHEBI:22563","2.A.23.1.5",NA
"anion","CHEBI:22563","2.A.31.1.4",NA
"anion","CHEBI:22563","1.B.1.1.4",NA
"anion","CHEBI:22563","1.A.9.3.7",NA
"anion","CHEBI:22563","1.A.114.1.6",NA
"anion","CHEBI:22563","2.A.1.19.26",NA
"anion","CHEBI:22563","2.A.49.9.5",NA
"anion","CHEBI:22563","1.A.27.1.3",NA
"anion","CHEBI:22563","1.B.8.8.1",NA
"anion","CHEBI:22563","1.B.5.1.1",NA
"anion","CHEBI:22563","1.B.6.1.1",NA
"anion","CHEBI:22563","1.B.56.1.1",NA
"anion","CHEBI:22563","1.B.16.2.7",NA
"anion","CHEBI:22563","2.A.49.3.2",NA
"anion","CHEBI:22563","1.A.46.2.4",NA
"anion","CHEBI:22563","2.A.16.1.2",NA
"anion","CHEBI:22563","1.A.46.2.3",NA
"anion","CHEBI:22563","2.A.85.2.4",NA
"anion","CHEBI:22563","1.H.1.1.10",NA
"anion","CHEBI:22563","1.A.18.1.2",NA
"anion","CHEBI:22563","1.A.18.1.1",NA
"anion","CHEBI:22563","1.B.59.1.1",NA
"anion","CHEBI:22563","1.B.25.1.8",NA
"anion","CHEBI:22563","1.A.46.2.7",NA
"anion","CHEBI:22563","1.A.46.2.6",NA
"anion","CHEBI:22563","1.B.34.3.1",NA
"anion","CHEBI:22563","1.B.35.2.1",NA
"anion","CHEBI:22563","2.A.31.2.16",NA
"anion","CHEBI:22563","1.B.8.1.1",NA
"anion","CHEBI:22563","1.B.5.1.12",NA
"anion","CHEBI:22563","1.B.8.8.4",NA
"anion","CHEBI:22563","1.B.17.3.7",NA
"anion","CHEBI:22563","2.A.16.4.5",NA
"anion","CHEBI:22563","2.A.49.5.1",NA
"anion","CHEBI:22563","3.A.18.1.2",NA
"anion","CHEBI:22563","1.A.46.1.3",NA
"anion","CHEBI:22563","2.A.1.19.11",NA
"anion","CHEBI:22563","1.A.114.1.1",NA
"anion","CHEBI:22563","1.A.46.2.2",NA
"anion","CHEBI:22563","1.A.25.3.1",NA
"anion","CHEBI:22563","2.A.47.1.16",NA
"anion","CHEBI:22563","2.A.47.1.1",NA
"anion","CHEBI:22563","2.A.16.6.1",NA
"anion","CHEBI:22563","1.B.1.1.25",NA
"anion","CHEBI:22563","2.A.53.2.15",NA
"anion","CHEBI:22563","1.A.46.2.5",NA
"anion","CHEBI:22563","1.A.114.1.2",NA
"anion","CHEBI:22563","1.A.27.1.4",NA
"anion","CHEBI:22563","3.A.1.211.14",NA
"anion","CHEBI:22563","1.B.8.8.6",NA
"anion","CHEBI:22563","1.B.8.1.16",NA
"anion","CHEBI:22563","2.A.31.2.5",NA
"anion","CHEBI:22563","1.B.8.1.18",NA
"anion","CHEBI:22563","2.A.29.11.6",NA
"anion","CHEBI:22563","1.A.25.2.1",NA
"anion","CHEBI:22563","1.B.8.8.3",NA
"anion","CHEBI:22563","2.A.60.1.13",NA
"anion","CHEBI:22563","2.A.16.5.1",NA
"anion","CHEBI:22563","1.H.1.1.2",NA
"anion","CHEBI:22563","1.A.114.1.5",NA
"anion","CHEBI:22563","1.B.8.1.14",NA
"anion","CHEBI:22563","1.C.33.1.9",NA
"anion","CHEBI:22563","1.A.27.1.1",NA
"anion","CHEBI:22563","1.B.8.8.2",NA
"anion","CHEBI:22563","1.C.55.1.1",NA
"anion","CHEBI:22563","1.B.8.8.5",NA
"anion","CHEBI:22563","1.C.30.1.1",NA
"anion","CHEBI:22563","3.E.1.8.2",NA
"anion","CHEBI:22563","1.A.27.1.8",NA
"anion","CHEBI:22563","1.H.1.1.13",NA
"anion","CHEBI:22563","2.A.53.2.10",NA
"anion","CHEBI:22563","1.B.5.1.13",NA
"anion","CHEBI:22563","1.A.9.5.7",NA
"anion","CHEBI:22563","1.A.48.1.5",NA
"anion","CHEBI:22563","2.A.31.1.3",NA
"anion","CHEBI:22563","3.E.1.8.1",NA
"anion","CHEBI:22563","1.B.1.6.1",NA
"anion","CHEBI:22563","1.B.8.1.6",NA
"anion","CHEBI:22563","2.A.16.4.6",NA
"anion","CHEBI:22563","1.A.10.1.29",NA
"anion","CHEBI:22563","1.A.17.1.4",NA
"anion","CHEBI:22563","1.B.89.1.1",NA
"anion","CHEBI:22563","1.A.46.1.6",NA
"anion","CHEBI:22563","2.A.60.1.8",NA
"anion","CHEBI:22563","2.A.49.2.14",NA
"anion","CHEBI:22563","1.C.52.1.34",NA
"anion","CHEBI:22563","2.A.16.5.2",NA
"anion","CHEBI:22563","1.B.96.1.1",NA
"anion","CHEBI:22563","1.A.9.5.13",NA
"anion","CHEBI:22563","1.B.8.1.8",NA
"anion","CHEBI:22563","1.B.8.1.12",NA
"anion","CHEBI:22563","2.A.31.1.1",NA
"anion","CHEBI:22563","1.A.25.3.5",NA
"anion","CHEBI:22563","9.A.56.1.1",NA
"anion","CHEBI:22563","2.A.53.2.19",NA
"anion","CHEBI:22563","1.A.91.1.1",NA
"anion","CHEBI:22563","1.A.16.4.1",NA
"anion","CHEBI:22563","1.A.27.1.5",NA
"anthocyanin cation","CHEBI:35218","2.A.66.1.57",NA
"anthocyanin cation","CHEBI:35218","3.A.1.208.17",NA
"anthocyanin cation","CHEBI:35218","3.A.1.208.47",NA
"anthocyanin cation","CHEBI:35218","3.A.1.208.14",NA
"anthocyanin cation","CHEBI:35218","3.A.1.208.42",NA
"anthracycline","CHEBI:48120","3.A.1.209.2",NA
"anthracycline","CHEBI:48120","3.A.1.208.2",NA
"anthracycline antibiotic","CHEBI:22573","3.A.1.209.4",NA
"antifolate","CHEBI:73913","3.A.1.208.20",NA
"antimicrobial agent","CHEBI:22582","2.A.95.1.1",NA
"antimicrobial agent","CHEBI:22582","3.A.1.122.35",NA
"antimicrobial agent","CHEBI:22582","2.A.95.1.6",NA
"antimicrobial agent","CHEBI:22582","1.B.6.1.4",NA
"antimicrobial agent","CHEBI:22582","2.A.95.1.8",NA
"antimicrobial agent","CHEBI:22582","3.A.1.135.13",NA
"antimicrobial agent","CHEBI:22582","2.A.6.2.45",NA
"antimicrobial agent","CHEBI:22582","1.B.17.3.12",NA
"antimicrobial agent","CHEBI:22582","1.B.6.1.24",NA
"antimicrobial agent","CHEBI:22582","2.A.95.1.5",NA
"antimicrobial agent","CHEBI:22582","2.A.1.3.61",NA
"antimicrobial agent","CHEBI:22582","9.B.99.1.2",NA
"antimicrobial agent","CHEBI:22582","2.A.122.1.2",NA
"antimicrobial agent","CHEBI:22582","2.A.66.1.8",NA
"antimicrobial agent","CHEBI:22582","1.B.1.1.3",NA
"antimicrobial agent","CHEBI:22582","3.A.1.122.20",NA
"antimicrobial agent","CHEBI:22582","1.B.3.1.1",NA
"antimicrobial agent","CHEBI:33281","2.A.6.3.11",NA
"antiseptic drug","CHEBI:48218","2.A.117.1.1",NA
"antiviral agent","CHEBI:22587","2.A.1.19.16",NA
"antiviral agent","CHEBI:22587","2.A.1.19.9",NA
"apo carotenoid","CHEBI:53183","3.A.3.205.33",NA
"apocytochrome c","CHEBI:2782","3.A.1.107.2",NA
"apocytochrome c","CHEBI:2782","3.A.1.107.4",NA
"Apoferritin","CHEBI:2784","1.B.14.2.16",NA
"Apotransferrin","CHEBI:2786","1.B.14.2.5",NA
"Apotransferrin","CHEBI:2786","1.B.14.2.12",NA
"arabinose phosphate","CHEBI:22600","2.A.7.22.2",NA
"arabinoside","CHEBI:22601","3.A.1.1.37",NA
"arabinoside","CHEBI:22601","3.A.1.1.34",NA
"arabinoside","CHEBI:22601","2.A.2.3.7",NA
"arene","CHEBI:33658","1.B.9.4.7",NA
"arene","CHEBI:33658","1.B.9.4.5",NA
"arene","CHEBI:33658","1.B.9.2.4",NA
"arenecarbaldehyde","CHEBI:33855","2.A.1.3.70",NA
"aromatic amino acid","CHEBI:2835","2.A.18.4.2",NA
"aromatic compound","CHEBI:33655","2.A.1.3.70",NA
"arsenic molecular entity","CHEBI:22632","2.A.59.1.3",NA
"bacitracin","CHEBI:2970","3.A.1.134.11",NA
"bacitracin","CHEBI:2970","3.A.1.134.12",NA
"bacitracin","CHEBI:2970","3.A.1.131.1",NA
"bacitracin","CHEBI:2970","3.A.1.134.2",NA
"bacitracin","CHEBI:2970","3.A.1.134.3",NA
"bacitracin","CHEBI:2970","3.A.1.134.4",NA
"bacitracin","CHEBI:2970","3.A.1.131.3",NA
"bacteriochlorophyll","CHEBI:38201","2.A.1.41.3",NA
"bacteriocin","CHEBI:48081","3.A.1.123.2",NA
"bacteriocin","CHEBI:48081","9.A.13.1.1",NA
"bacteriocin","CHEBI:48081","9.A.38.1.1",NA
"bacteriocin","CHEBI:48081","3.A.1.111.7",NA
"bacteriocin","CHEBI:48081","9.A.38.1.2",NA
"bacteriocin","CHEBI:48081","3.A.1.112.10",NA
"bacteriocin","CHEBI:48081","3.A.1.112.11",NA
"base","CHEBI:22695","2.A.57.1.10",NA
"base","CHEBI:22695","9.A.26.1.2",NA
"base","CHEBI:22695","2.A.39.3.6",NA
"base","CHEBI:22695","2.A.39.1.4",NA
"base","CHEBI:22695","2.A.40.6.4",NA
"benzalkonium chloride","CHEBI:3020","2.A.6.2.12",NA
"benzalkonium chloride","CHEBI:3020","2.A.1.2.19",NA
"benzalkonium chloride","CHEBI:3020","2.A.1.2.9",NA
"benzalkonium chloride","CHEBI:3020","2.A.117.1.1",NA
"benzalkonium chloride","CHEBI:3020","2.A.7.1.11",NA
"benzalkonium chloride","CHEBI:3020","2.A.6.2.13",NA
"benzalkonium chloride","CHEBI:3020","2.A.66.1.12",NA
"benzalkonium chloride","CHEBI:3020","2.A.66.1.22",NA
"benzalkonium chloride","CHEBI:3020","2.A.7.1.10",NA
"benzalkonium chloride","CHEBI:3020","2.A.1.2.51",NA
"benzenoid aromatic compound","CHEBI:33836","3.A.1.204.23",NA
"beta-D-glucan","CHEBI:10394","3.A.1.108.1",NA
"beta-D-glucosiduronic acid","CHEBI:10404","2.A.2.3.1",NA
"beta-D-glucosiduronic acid","CHEBI:10404","2.A.60.1.1",NA
"beta-D-glucosiduronic acid","CHEBI:10404","1.B.25.1.5",NA
"beta-glucoside","CHEBI:60980","3.A.1.5.6",NA
"beta-glucoside","CHEBI:60980","3.A.1.1.52",NA
"beta-glucoside","CHEBI:60980","4.A.1.2.15",NA
"beta-glucoside","CHEBI:60980","3.A.1.5.16",NA
"beta-glucoside","CHEBI:60980","4.A.1.2.2",NA
"beta-glucoside","CHEBI:60980","4.A.1.2.14",NA
"beta-glucoside","CHEBI:60980","4.A.1.2.16",NA
"beta-lactam","CHEBI:10426","1.B.1.1.13",NA
"beta-lactam","CHEBI:10426","2.A.6.2.15",NA
"beta-lactam","CHEBI:10426","2.A.6.2.21",NA
"beta-lactam","CHEBI:10426","2.A.1.2.77",NA
"beta-lactam","CHEBI:10426","2.A.6.2.23",NA
"beta-lactam","CHEBI:10426","2.A.6.2.29",NA
"beta-lactam","CHEBI:35627","2.C.1.1.12",NA
"beta-lactam antibiotic","CHEBI:10427","2.A.1.25.5",NA
"beta-lactam antibiotic","CHEBI:10427","2.A.1.19.3",NA
"beta-lactam antibiotic","CHEBI:10427","1.B.24.1.1",NA
"beta-lactam antibiotic","CHEBI:10427","1.B.1.1.12",NA
"beta-lactam antibiotic","CHEBI:10427","3.A.1.134.12",NA
"beta-lactam antibiotic","CHEBI:10427","1.B.1.1.15",NA
"beta-lactam antibiotic","CHEBI:10427","2.A.1.19.4",NA
"beta-lactam antibiotic","CHEBI:10427","2.A.60.1.5",NA
"bile acid","CHEBI:3098","2.A.66.1.4",NA
"bile acid","CHEBI:3098","2.A.60.1.12",NA
"bile acid","CHEBI:3098","2.A.1.2.52",NA
"bile acid","CHEBI:3098","2.A.60.1.7",NA
"bile acid","CHEBI:3098","2.A.28.1.6",NA
"bile acid","CHEBI:3098","2.A.6.2.5",NA
"bile acid","CHEBI:3098","1.B.24.1.6",NA
